"","BATTER_UID","AVG","OBP","SLG","VENUE_KEY","OUTS","BALLS","STRIKES","BATS_LEFT","THROWS_LEFT","PITCH_NUMBER","RELEASE_SPEED","PLATE_X","PLATE_Z","INDUCED_VERTICAL_BREAK","HORIZONTAL_BREAK","VERTICAL_APPROACH_ANGLE","HORIZONTAL_APPROACH_ANGLE","Prob of Single","Prob of Double","Prob of Triple","Prob of Home Run"
"5424",16,0.28,0.353,0.361,2542,0,0,0,0,0,1,91.99609375,0.0884030014276505,3.12416982650757,17.8078994750977,-9.39123058319092,-5.08908987045288,-0.682571947574615,0.201,0.084,0.008,0.076
"5425",51,0.271,0.3205,0.411,2542,2,0,1,0,0,2,94.1100997924805,-0.269676983356476,2.98342990875244,12.5764999389648,-11.2965002059937,-5.34059000015259,0.943089008331299,0.223,0.08,0.009,0.051
"5426",51,0.271,0.3205,0.411,2542,0,1,0,0,0,2,94.8659057617188,-0.364271998405456,3.15480971336365,11.8331995010376,-15.0743989944458,-5.08735990524292,0.822447001934052,0.218,0.086,0.007,0.075
"5427",25,0.264,0.364,0.48,2767,0,1,1,1,0,3,85.0969009399414,-0.79837703704834,1.60065996646881,3.51037001609802,-15.2672996520996,-8.43925952911377,-0.062779001891613,0.245,0.102,0.005,0.037
"5428",133,0.264,0.3265,0.3625,4715,1,1,2,1,0,4,85.6725006103516,0.0321069993078709,2.42871999740601,-2.48992013931274,9.96529960632324,-7.9063196182251,1.22806990146637,0.254,0.075,0.008,0.036
"5429",49,0.269666,0.351,0.413333,2773,0,2,0,1,0,3,93.3367004394531,0.887375950813293,1.36924993991852,11.5129995346069,-11.0977993011475,-6.74905014038086,1.95964002609253,0.26,0.075,0.009,0.045
"5430",30,0.2815,0.3255,0.4525,3970,0,2,2,0,1,6,93.3051986694336,-0.0685647949576378,3.22653007507324,19.4971008300781,4.38165998458862,-4.34722995758057,-0.426357001066208,0.205,0.077,0.009,0.065
"5431",30,0.2815,0.3255,0.4525,3810,1,0,1,0,1,2,92.920295715332,0.479241967201233,2.17635989189148,19.04469871521,4.03657960891724,-5.94826984405518,-0.855960011482239,0.234,0.076,0.01,0.042
"5432",70,0.238666,0.293666,0.389333,5472,1,1,1,0,0,3,82.6712951660156,0.129891008138657,2.33939003944397,1.22649002075195,2.68661999702454,-7.90574932098389,0.228316009044647,0.222,0.08,0.008,0.055
"5433",125,0.2295,0.3255,0.4005,2528,0,1,1,1,0,3,87.1146926879883,1.06380999088287,3.14622974395752,12.2848987579346,3.45406985282898,-5.27201986312866,4.50608015060425,0.198,0.072,0.014,0.076
"5434",122,0.245,0.3,0.3745,2745,1,1,2,1,0,4,94.9144973754883,-0.811733961105347,2.88609981536865,6.98533010482788,-22.9233989715576,-5.08370971679688,-0.237859979271889,0.253,0.084,0.008,0.034
"5435",122,0.245,0.3,0.3745,2745,0,1,0,1,0,2,83.8591995239258,-0.85025292634964,2.81712985038757,3.85632991790771,-14.9669990539551,-6.61838006973267,0.813345968723297,0.193,0.101,0.006,0.09
"5436",74,0.2905,0.3425,0.457,2529,0,1,0,1,1,2,83.4823989868164,-0.403969019651413,2.37838006019592,8.48917007446289,1.39558005332947,-6.70475006103516,-1.28911995887756,0.195,0.093,0.006,0.087
"5437",65,0.27,0.375,0.409,3789,0,0,0,0,1,1,89.3127975463867,-0.018868999555707,2.92532992362976,15.3751001358032,9.37819004058838,-5.89114952087402,-0.73549497127533,0.199,0.085,0.007,0.082
"5438",66,0.277,0.3475,0.4255,2745,0,0,1,0,1,2,86.1237945556641,-0.878837943077087,2.12263011932373,17.3346004486084,4.58925008773804,-6.33055019378662,-2.11632990837097,0.203,0.103,0.006,0.056
"5439",134,0.273,0.378,0.481,3789,2,1,2,1,1,4,75.7337951660156,-0.661918997764587,1.71728992462158,4.92479991912842,-9.94136905670166,-6.70222997665405,-4.09348011016846,0.193,0.093,0.01,0.05
"5440",35,0.255,0.324,0.427,3970,2,0,1,0,0,2,93.0056991577148,0.0590130984783173,2.38376998901367,19.1028995513916,-9.69569969177246,-5.34610986709595,0.362760007381439,0.218,0.081,0.01,0.048
"5441",35,0.255,0.324,0.427,3970,1,0,1,0,1,2,98.8910980224609,-0.569618999958038,1.52863001823425,15.6532001495361,8.44756031036377,-5.81915950775146,-0.88559502363205,0.279,0.083,0.006,0.029
"5442",111,0.2695,0.3525,0.3905,2529,0,1,2,1,0,4,78.2781982421875,-0.831804990768433,2.62006998062134,2.37943005561829,-1.65413987636566,-8.47655963897705,-0.327750980854034,0.206,0.102,0.006,0.052
"5443",49,0.269666,0.351,0.413333,2823,0,2,2,1,0,6,92.8850936889648,-0.819401979446411,2.53907990455627,16.6336002349854,-9.08090019226074,-5.4025502204895,0.518495976924896,0.22,0.092,0.006,0.049
"5444",134,0.273,0.378,0.481,3789,0,2,2,1,0,5,79.1057968139648,-0.137674987316132,2.79848003387451,-9.22525024414062,6.8144097328186,-8.6511697769165,2.22450995445251,0.231,0.082,0.008,0.051
"5445",134,0.273,0.378,0.481,2529,1,2,1,1,0,4,86.015998840332,-0.209424003958702,2.60356998443604,8.21146011352539,-9.18297004699707,-6.87929964065552,1.10496997833252,0.206,0.089,0.008,0.071
"5446",57,0.289333,0.325333,0.406,4669,0,1,2,1,0,4,81.6479034423828,0.549033999443054,2.93276977539062,-10.2778997421265,-0.131735995411873,-8.68782043457031,1.97504985332489,0.255,0.07,0.009,0.036
"5447",125,0.2295,0.3255,0.4005,2528,1,0,0,1,0,1,93.0582962036133,-0.584076941013336,2.38884997367859,13.0629997253418,-14.7919998168945,-5.94006967544556,-0.440129995346069,0.224,0.091,0.006,0.057
"5448",125,0.2295,0.3255,0.4005,2528,1,3,1,1,0,5,99.0950012207031,0.304935991764069,1.86825001239777,20.8696994781494,-2.85062003135681,-5.23347997665405,1.21028995513916,0.248,0.079,0.009,0.052
"5449",117,0.2845,0.344,0.4435,2683,1,1,0,0,0,2,96.5115966796875,-0.174920991063118,2.59458994865417,7.08425998687744,-9.19180965423584,-5.78481960296631,0.968239963054657,0.248,0.077,0.007,0.056
"5450",125,0.2295,0.3255,0.4005,2528,1,3,1,1,1,5,93.3034973144531,-0.0420268997550011,2.44421982765198,15.8916997909546,4.0068097114563,-5.29961013793945,-0.749419033527374,0.219,0.081,0.009,0.075
"5451",70,0.238666,0.293666,0.389333,2858,2,1,1,0,0,3,77.0372009277344,0.196366995573044,3.14963984489441,0.0903499945998192,-0.538339972496033,-7.59313011169434,0.576409995555878,0.178,0.08,0.011,0.093
"5452",16,0.28,0.353,0.361,2542,2,1,1,0,0,3,91.7343978881836,-0.215530008077621,2.40871000289917,15.0967998504639,-12.2470998764038,-6.0165696144104,-0.857662916183472,0.219,0.084,0.009,0.054
"5453",85,0.238,0.314,0.411,2767,1,0,0,1,0,1,82.3488998413086,-0.222804993391037,2.43150997161865,0.00137999991420656,-12.2758007049561,-6.74826955795288,2.40376996994019,0.203,0.087,0.007,0.07
"5454",88,0.268333,0.333333,0.361,3789,2,1,1,0,1,3,86.7976989746094,0.228005990386009,2.43222999572754,9.53830051422119,-3.95853972434998,-6.48977994918823,-1.78017997741699,0.213,0.076,0.01,0.059
"5455",88,0.268333,0.333333,0.361,3789,1,2,2,1,0,5,97.5069961547852,0.421903967857361,2.17412996292114,12.5153999328613,-0.333059996366501,-5.63362979888916,3.3419599533081,0.271,0.072,0.01,0.033
"5456",1,0.3025,0.348,0.555,3970,2,0,2,0,1,3,93.5258941650391,-0.458506971597672,4.13317966461182,20.3188991546631,4.75987005233765,-3.3269898891449,-1.01304996013641,0.186,0.079,0.011,0.074
"5457",51,0.271,0.3205,0.411,3970,2,2,2,0,0,5,93.2123031616211,-0.350856006145477,3.33279991149902,14.5094995498657,-16.1693992614746,-4.31798982620239,0.742350995540619,0.207,0.082,0.011,0.063
"5458",98,0.2965,0.384,0.527,5410,1,3,1,1,0,5,94.0286026000977,0.118405997753143,2.46301007270813,18.5686988830566,-9.87529945373535,-5.18952989578247,1.53674006462097,0.214,0.084,0.01,0.073
"5459",51,0.271,0.3205,0.411,3970,2,1,0,0,0,2,82.0164947509766,0.256635010242462,1.94093000888824,0.450760006904602,7.57883977890015,-7.25801038742065,3.2291898727417,0.204,0.078,0.009,0.08
"5460",134,0.273,0.378,0.481,3789,0,2,2,1,0,5,92.0521011352539,0.101968005299568,3.09642004966736,9.83425998687744,-8.03561973571777,-4.83612012863159,2.29191994667053,0.23,0.078,0.01,0.05
"5461",45,0.277,0.3205,0.4225,3970,0,0,0,0,0,1,80.3018951416016,-0.392124027013779,3.25292015075684,9.14550971984863,-13.6531000137329,-6.24870014190674,0.636690020561218,0.166,0.098,0.007,0.108
"5462",107,0.261,0.3035,0.411,3230,2,0,0,1,0,1,81.394401550293,-0.420986980199814,2.37505984306335,7.91975975036621,-15.4185991287231,-6.54312992095947,0.189450994133949,0.179,0.093,0.008,0.085
"5463",104,0.2755,0.359,0.467,2772,0,0,1,1,0,2,92.7627944946289,0.29315397143364,3.34593987464905,14.7805995941162,-11.6292991638184,-4.55859994888306,2.10387992858887,0.214,0.078,0.01,0.057
"5464",136,0.298666,0.361666,0.491666,2797,1,1,2,1,1,4,80.048095703125,-1.18897998332977,2.16599011421204,-16.4485988616943,-12.0377988815308,-9.35519981384277,-5.3599796295166,0.273,0.086,0.005,0.028
"5465",88,0.268333,0.333333,0.361,2843,2,2,1,0,1,4,78.1361999511719,-0.139170005917549,2.15206003189087,-3.78826999664307,-5.78893995285034,-9.25570011138916,-2.25251007080078,0.213,0.084,0.008,0.063
"5466",97,0.211,0.2905,0.3725,5472,1,0,0,1,0,1,94.2906951904297,0.631002962589264,2.21581983566284,12.7076997756958,-3.73182988166809,-5.35262966156006,2.76818990707397,0.236,0.072,0.01,0.052
"5467",107,0.261,0.3035,0.411,2797,2,0,2,1,0,4,99.170295715332,0.690464973449707,3.29701972007751,14.9818992614746,-10.3668003082275,-4.12079000473022,2.31600999832153,0.242,0.059,0.013,0.036
"5468",142,0.3195,0.3605,0.4435,2724,2,1,2,0,1,4,88.7547988891602,-0.320220977067947,1.1586799621582,6.8332200050354,-0.193050011992455,-7.77749967575073,-2.519779920578,0.272,0.082,0.008,0.025
"5469",142,0.3195,0.3605,0.4435,2724,1,2,1,0,1,4,79.0495986938477,0.0323699973523617,1.26710999011993,-1.11976993083954,-9.28936004638672,-8.87655925750732,-4.72017002105713,0.237,0.083,0.008,0.043
"5470",137,0.268333,0.370333,0.385666,2724,2,2,2,1,0,6,91.6030960083008,0.274358987808228,2.2067699432373,11.1585998535156,-5.15578985214233,-4.95034980773926,3.09769010543823,0.225,0.07,0.011,0.047
"5471",16,0.28,0.353,0.361,2541,1,1,2,0,0,4,93.7993011474609,-0.757681965827942,2.87252998352051,6.89679956436157,-14.4900989532471,-4.97198009490967,-0.581331014633179,0.247,0.082,0.008,0.037
"5472",70,0.238666,0.293666,0.389333,2844,0,1,0,0,0,2,81.2584991455078,-0.36141899228096,2.04789996147156,1.29802000522614,4.41164970397949,-7.9798698425293,2.57054996490479,0.207,0.095,0.006,0.077
"5473",0,0.289,0.330666,0.453,2844,0,2,2,0,1,7,92.4502944946289,-0.29815798997879,3.94949007034302,17.4052982330322,9.63579940795898,-3.2797999382019,-1.7121798992157,0.182,0.07,0.008,0.091
"5474",136,0.298666,0.361666,0.491666,2773,0,1,0,1,1,2,87.6290969848633,0.468445986509323,2.64404988288879,19.6231002807617,9.24919033050537,-5.77417993545532,-0.359149992465973,0.187,0.084,0.009,0.098
"5475",136,0.298666,0.361666,0.491666,2797,0,0,0,1,0,1,94.4238967895508,-0.33390998840332,2.44757008552551,15.7107000350952,-8.90485000610352,-5.52214956283569,0.422670990228653,0.227,0.089,0.006,0.056
"5476",21,0.2745,0.3365,0.4425,2724,2,0,0,0,0,1,95.6978988647461,-0.336164981126785,2.45162987709045,17.5627002716064,-8.67280006408691,-5.13301992416382,-0.187938988208771,0.218,0.084,0.008,0.063
"5477",21,0.2745,0.3365,0.4425,2724,2,2,1,0,0,4,93.603401184082,0.0699895024299622,2.59393000602722,14.9843006134033,-11.8339004516602,-5.97784996032715,0.2119470089674,0.222,0.08,0.01,0.061
"5478",142,0.3195,0.3605,0.4435,5472,1,2,2,1,0,6,81.8498001098633,0.34459599852562,1.20307993888855,-0.997630000114441,3.35372996330261,-9.14003944396973,0.610760033130646,0.254,0.074,0.008,0.031
"5479",1,0.3025,0.348,0.555,2767,2,0,2,0,0,3,97.5336990356445,0.438881009817123,2.07895994186401,8.78812026977539,-1.06831002235413,-5.99900007247925,2.03204989433289,0.291,0.066,0.011,0.022
"5480",51,0.271,0.3205,0.411,3970,2,1,1,0,1,3,82.0248947143555,-0.632844984531403,1.98104000091553,-1.96146988868713,-10.198299407959,-8.00792980194092,-6.16486978530884,0.231,0.083,0.007,0.046
"5481",1,0.3025,0.348,0.555,2858,2,0,0,0,0,1,94.3420028686523,-0.0798069983720779,2.41875004768372,15.399299621582,-10.6748991012573,-5.61137008666992,0.499761015176773,0.22,0.081,0.008,0.06
"5482",30,0.2815,0.3255,0.4525,3810,1,3,2,0,0,9,92.4516983032227,0.484542012214661,2.10896992683411,13.7826995849609,-8.73737049102783,-6.02969980239868,1.9298700094223,0.222,0.064,0.008,0.048
"5483",136,0.298666,0.361666,0.491666,2842,2,0,1,1,1,2,75.2360000610352,-0.335922986268997,1.88124990463257,-9.92150020599365,-10.7180995941162,-9.75510025024414,-2.93920993804932,0.228,0.084,0.007,0.041
"5484",88,0.268333,0.333333,0.361,2528,0,0,0,1,0,1,75.5876007080078,0.0852563008666039,1.75129997730255,-10.4463996887207,9.52979946136475,-9.9423303604126,3.53892993927002,0.226,0.086,0.006,0.056
"5485",16,0.28,0.353,0.361,2852,0,1,1,0,1,3,87.6616973876953,-0.34452298283577,2.44993996620178,16.7255001068115,6.88881015777588,-6.39653968811035,-3.10661005973816,0.208,0.091,0.007,0.063
"5486",104,0.2755,0.359,0.467,3789,2,0,2,1,0,4,86.8073959350586,-0.902673959732056,2.9886200428009,14.0532989501953,-14.979100227356,-5.289719581604,-0.809704005718231,0.188,0.089,0.008,0.054
"5487",16,0.28,0.353,0.361,2852,2,0,1,0,0,2,79.859001159668,-0.171923995018005,1.84417998790741,-5.25685977935791,8.31210994720459,-8.77151966094971,2.75707983970642,0.229,0.082,0.007,0.046
"5488",16,0.28,0.353,0.361,2852,0,0,2,0,0,3,96.9663925170898,-0.0570361986756325,3.56387996673584,17.6665992736816,-7.8971700668335,-3.72147989273071,0.993189990520477,0.231,0.077,0.01,0.042
"5489",74,0.2905,0.3425,0.457,2529,0,0,2,1,0,5,84.5035018920898,-0.13561899960041,1.83517003059387,3.30976009368896,2.08294987678528,-8.42864036560059,1.9314900636673,0.242,0.078,0.005,0.029
"5490",117,0.2845,0.344,0.4435,5421,0,3,2,0,0,8,79.0310974121094,0.35004398226738,2.70051002502441,4.33009004592896,12.3138990402222,-6.08138990402222,4.47269010543823,0.176,0.073,0.009,0.092
"5491",57,0.289333,0.325333,0.406,4669,2,0,0,1,0,1,72.5259017944336,-0.273310005664825,1.41343998908997,12.1827001571655,-8.6943998336792,-7.89186000823975,0.45431199669838,0.156,0.107,0.009,0.094
"5492",98,0.2965,0.384,0.527,2724,1,2,1,1,0,4,90.4437942504883,0.273297995328903,2.39338994026184,18.1019992828369,-12.1645994186401,-5.67540979385376,1.90426003932953,0.206,0.085,0.011,0.067
"5493",82,0.2365,0.3505,0.429,2852,1,0,0,0,0,1,83.5630950927734,0.201741009950638,2.1492600440979,-0.140839993953705,4.35671997070312,-7.97975969314575,3.12049984931946,0.222,0.08,0.007,0.061
"5494",152,0.314,0.353,0.461,2683,2,1,1,0,0,3,82.0707015991211,0.130071997642517,1.70860004425049,2.78049993515015,6.53151988983154,-7.69618988037109,2.23884987831116,0.218,0.081,0.009,0.054
"5495",111,0.2695,0.3525,0.3905,2745,0,0,2,1,0,4,92.2495956420898,0.348234981298447,2.81722974777222,18.169599533081,-5.98496007919312,-5.04721975326538,2.51557993888855,0.221,0.076,0.01,0.039
"5496",1,0.3025,0.348,0.555,4271,2,0,2,0,0,3,91.6231994628906,-0.566717982292175,2.49943995475769,11.4096994400024,-17.9910984039307,-5.59937000274658,-0.601794958114624,0.236,0.085,0.009,0.033
"5497",104,0.2755,0.359,0.467,2772,0,1,0,1,0,2,92.9757995605469,0.0320221967995167,2.07143998146057,2.06996989250183,-10.6592998504639,-6.96131992340088,1.28412997722626,0.266,0.079,0.006,0.044
"5498",142,0.3195,0.3605,0.4435,5472,1,1,1,1,0,3,92.2772979736328,-0.762786984443665,1.92595994472504,19.127799987793,-11.0625,-5.21275997161865,0.770133018493652,0.216,0.099,0.007,0.052
"5499",125,0.2295,0.3255,0.4005,5421,1,0,1,1,1,2,87.3351974487305,1.01150000095367,2.54524993896484,11.9233989715576,14.1766996383667,-5.92012023925781,-0.597086012363434,0.218,0.066,0.013,0.054
"5500",137,0.268333,0.370333,0.385666,2724,2,1,2,1,0,5,95.444694519043,-0.550189971923828,1.62035989761353,10.2994003295898,-15.9555997848511,-6.92995929718018,-0.13612899184227,0.273,0.08,0.006,0.024
"5501",122,0.245,0.3,0.3745,2745,2,3,1,1,0,5,89.4870986938477,0.0692114979028702,2.51511001586914,9.92720031738281,-15.5847988128662,-5.69040012359619,0.637436032295227,0.209,0.08,0.011,0.076
"5502",122,0.245,0.3,0.3745,2772,1,2,0,1,0,3,92.1199951171875,-0.792941987514496,2.38953995704651,15.7124996185303,-9.27106952667236,-5.80771970748901,1.03626000881195,0.202,0.1,0.006,0.091
"5503",111,0.2695,0.3525,0.3905,2772,0,0,2,1,0,4,92.6088943481445,-0.0232218988239765,3.12091994285583,10.2284002304077,-7.48187971115112,-5.47914981842041,1.89458990097046,0.235,0.074,0.008,0.037
"5504",111,0.2695,0.3525,0.3905,2772,1,1,1,1,1,3,73.8297958374023,0.0549265965819359,2.61571002006531,-0.933109998703003,-4.41214990615845,-8.51771926879883,-1.72916984558105,0.185,0.087,0.009,0.076
"5505",88,0.268333,0.333333,0.361,2528,1,2,2,0,1,6,87.92919921875,-0.643893003463745,2.78364992141724,17.2506008148193,6.87168979644775,-5.7302098274231,-1.87956988811493,0.192,0.088,0.007,0.07
"5506",49,0.269666,0.351,0.413333,2797,2,1,2,1,0,5,95.6314926147461,0.415104985237122,2.08769011497498,15.3470993041992,-3.24493980407715,-5.67970991134644,0.802551031112671,0.251,0.067,0.01,0.032
"5507",45,0.277,0.3205,0.4225,4715,1,1,2,0,0,5,98.497200012207,-0.616334974765778,2.59556984901428,11.5909004211426,-18.1648998260498,-5.22770977020264,-0.161107987165451,0.262,0.078,0.007,0.03
"5508",85,0.238,0.314,0.411,2767,0,0,2,1,0,3,81.6066970825195,-0.142647996544838,2.83041000366211,-6.34919023513794,4.48747968673706,-8.44318962097168,1.6141699552536,0.244,0.08,0.007,0.035
"5509",142,0.3195,0.3605,0.4435,2767,1,2,1,1,0,4,83.7350006103516,-0.0598042011260986,1.26094996929169,6.12608957290649,-17.6382999420166,-7.97299957275391,1.17313003540039,0.231,0.092,0.008,0.044
"5510",30,0.2815,0.3255,0.4525,3810,2,0,0,0,0,1,93.5016021728516,-0.00265370006673038,2.51842999458313,12.5490999221802,-11.4220991134644,-6.05701017379761,0.851905047893524,0.223,0.08,0.008,0.059
"5511",30,0.2815,0.3255,0.4525,3970,1,0,2,0,1,5,75.8087997436523,-0.237734004855156,3.16032004356384,-15.1973991394043,-14.231499671936,-9.26451969146728,-2.38635993003845,0.22,0.069,0.006,0.04
"5512",122,0.245,0.3,0.3745,2772,1,1,2,1,0,4,89.0140991210938,0.0774216949939728,2.98826003074646,14.1535997390747,-11.9698991775513,-5.55138969421387,0.522492945194244,0.212,0.082,0.011,0.049
"5513",74,0.2905,0.3425,0.457,2683,0,1,0,1,0,2,84.5092010498047,0.203290000557899,2.271399974823,15.2670993804932,-13.1096000671387,-7.02943992614746,-0.727467000484467,0.193,0.093,0.008,0.078
"5514",0,0.289,0.330666,0.453,2844,0,0,2,0,0,3,74.5449981689453,-0.591207981109619,2.69705986976624,-14.7158002853394,5.62711000442505,-10.1090993881226,1.84610986709595,0.235,0.09,0.006,0.038
"5515",111,0.2695,0.3525,0.3905,3789,1,0,1,1,0,2,88.9171981811523,0.75707995891571,3.0083498954773,6.72164964675903,3.53987979888916,-6.17189979553223,2.8222599029541,0.224,0.069,0.011,0.053
"5516",70,0.238666,0.293666,0.389333,2724,0,1,1,0,0,3,81.0067977905273,1.29993999004364,2.7311098575592,4.7306399345398,15.1792993545532,-7.10067987442017,5.16474962234497,0.202,0.071,0.013,0.073
"5517",51,0.271,0.3205,0.411,3970,2,0,0,0,0,1,90.4140930175781,-1.04382991790771,3.08121991157532,14.6808996200562,-13.7209997177124,-5.33531951904297,0.55316698551178,0.183,0.099,0.006,0.093
"5518",98,0.2965,0.384,0.527,2823,0,2,1,1,1,4,79.7593002319336,0.493903994560242,2.42514991760254,-1.05857002735138,14.8999004364014,-7.26778030395508,-0.977670967578888,0.213,0.074,0.009,0.072
"5519",137,0.268333,0.370333,0.385666,2724,0,0,2,1,1,3,82.7215957641602,-0.335745006799698,1.97206997871399,-3.64526987075806,-16.6080989837646,-8.03909969329834,-5.10626983642578,0.269,0.081,0.007,0.022
"5520",85,0.238,0.314,0.411,2767,1,1,1,1,0,3,83.4566955566406,-0.756711006164551,2.10180997848511,12.7011995315552,-6.65864038467407,-6.33584976196289,1.2251900434494,0.19,0.103,0.007,0.069
"5521",137,0.268333,0.370333,0.385666,4715,1,1,2,1,1,5,73.642692565918,-0.047621201723814,1.98693990707397,14.3343000411987,8.86017990112305,-8.09741973876953,-1.36673998832703,0.166,0.093,0.009,0.069
"5522",25,0.264,0.364,0.48,2767,1,1,1,1,0,3,80.5896987915039,0.414564996957779,1.32358992099762,7.86606025695801,-10.3315000534058,-8.0531702041626,2.13674998283386,0.216,0.088,0.01,0.046
"5523",136,0.298666,0.361666,0.491666,3230,1,1,1,1,1,3,88.9384002685547,0.577023983001709,3.51696991920471,13.1645994186401,13.9673004150391,-5.40907001495361,-0.684505999088287,0.196,0.07,0.012,0.086
"5524",107,0.261,0.3035,0.411,2842,1,2,2,1,1,6,80.7304992675781,-0.356067985296249,2.53673005104065,2.28443002700806,17.2698993682861,-6.69409990310669,-1.72312998771667,0.2,0.077,0.008,0.067
"5525",133,0.264,0.3265,0.3625,4715,2,0,0,1,0,1,88.0065994262695,0.403546005487442,2.60412979125977,19.8694000244141,-1.80199992656708,-5.15874004364014,2.20898985862732,0.177,0.082,0.011,0.094
"5526",141,0.2895,0.3435,0.42,4715,1,0,0,0,1,1,89.5037994384766,-0.241789996623993,2.6593599319458,-0.546880006790161,13.4879989624023,-6.23914957046509,-1.96894991397858,0.237,0.072,0.006,0.062
"5527",57,0.289333,0.325333,0.406,2745,1,1,2,1,0,4,80.0364990234375,-0.0865209996700287,2.26604986190796,-1.71500992774963,16.2600994110107,-7.68074989318848,2.97195982933044,0.221,0.082,0.009,0.048
"5528",65,0.27,0.375,0.409,2772,0,0,1,0,1,2,76.1085968017578,0.0471430979669094,1.45283997058868,-9.14479923248291,-10.2901000976562,-9.93818950653076,-3.04828000068665,0.254,0.083,0.007,0.03
"5529",104,0.2755,0.359,0.467,2772,2,0,1,1,1,2,90.4973983764648,-0.570289015769958,1.89080989360809,17.4531993865967,6.61309957504272,-5.7104001045227,-2.06321001052856,0.218,0.088,0.008,0.049
"5530",66,0.277,0.3475,0.4255,2745,1,2,2,0,1,5,90.83740234375,-0.478935986757278,3.12739968299866,6.52704000473022,20.6675987243652,-5.97958946228027,-0.0816219970583916,0.229,0.079,0.008,0.06
"5531",57,0.289333,0.325333,0.406,2745,0,0,1,1,0,2,95.0372009277344,-0.25322499871254,2.85650992393494,17.7131004333496,-5.57319021224976,-4.95409965515137,0.600539982318878,0.227,0.086,0.008,0.048
"5532",134,0.273,0.378,0.481,2529,0,2,0,1,0,3,95.1655960083008,-0.553402960300446,2.45986986160278,18.4048004150391,-12.6262998580933,-4.9988899230957,-0.483738958835602,0.214,0.095,0.006,0.079
"5533",57,0.289333,0.325333,0.406,5421,2,1,1,1,0,3,95.1535034179688,0.166057989001274,2.62001991271973,17.7408008575439,-3.9886999130249,-5.23239994049072,1.34846997261047,0.222,0.077,0.01,0.057
"5534",57,0.289333,0.325333,0.406,4669,2,0,1,1,0,2,80.4597015380859,-1.02605998516083,2.2574999332428,-10.4619998931885,11.3526992797852,-8.19616985321045,2.21696996688843,0.226,0.087,0.005,0.053
"5535",136,0.298666,0.361666,0.491666,3230,2,1,1,1,0,3,86.7436981201172,-0.666585981845856,2.07923984527588,4.88843011856079,-18.2882995605469,-7.41004943847656,-0.401783972978592,0.227,0.091,0.007,0.048
"5536",34,0.263,0.379666,0.376666,2541,0,1,2,1,0,4,92.4712982177734,-0.232280999422073,1.7467999458313,6.62185001373291,-5.36212015151978,-7.61914968490601,0.530834019184113,0.288,0.084,0.007,0.023
"5537",0,0.289,0.330666,0.453,3970,1,0,1,0,1,2,91.9515991210938,1.08542001247406,2.81836009025574,5.86980962753296,16.8098983764648,-6.04210996627808,0.0695179998874664,0.251,0.059,0.012,0.044
"5538",65,0.27,0.375,0.409,2745,0,1,0,0,1,2,89.5121002197266,-0.0357046015560627,2.50904989242554,18.8889007568359,5.64669990539551,-5.2266001701355,-1.14576995372772,0.194,0.088,0.008,0.09
"5539",81,0.261,0.3285,0.3655,2843,1,1,0,0,1,2,77.4068984985352,0.595234990119934,2.00878000259399,8.46320056915283,6.64550018310547,-8.1161298751831,-0.917932987213135,0.182,0.084,0.01,0.092
"5540",152,0.314,0.353,0.461,2528,1,0,2,0,0,3,93.8988952636719,-1.16145992279053,3.87182998657227,15.0099992752075,-4.61522006988525,-4.0330400466919,0.0931209996342659,0.205,0.091,0.008,0.058
"5541",34,0.263,0.379666,0.376666,2541,1,2,2,1,1,5,90.81689453125,0.644038021564484,2.18431997299194,7.6413197517395,15.8674001693726,-5.56146001815796,0.0209260005503893,0.252,0.065,0.012,0.041
"5542",25,0.264,0.364,0.48,4715,1,2,2,1,0,5,91.1861953735352,-0.562303006649017,3.5824499130249,19.6917991638184,-5.24358987808228,-4.14011001586914,0.265496999025345,0.185,0.091,0.01,0.082
"5543",136,0.298666,0.361666,0.491666,2797,1,1,2,1,0,5,96.7313995361328,-0.421653985977173,3.42930006980896,19.0937995910645,-8.07950973510742,-3.79621005058289,2.39920997619629,0.209,0.079,0.009,0.056
"5544",70,0.238666,0.293666,0.389333,2767,2,3,2,0,0,6,92.8432998657227,0.660049021244049,2.48800992965698,15.9403991699219,-5.76217985153198,-5.64589977264404,1.31542003154755,0.227,0.072,0.014,0.053
"5545",82,0.2365,0.3505,0.429,2541,1,2,1,0,0,4,75.9342956542969,-0.436278998851776,2.80605006217956,-20.7187004089355,2.36367988586426,-10.1234998703003,-0.441127002239227,0.233,0.08,0.006,0.063
"5546",133,0.264,0.3265,0.3625,2542,0,2,0,1,1,3,91.2575988769531,0.363594979047775,2.46050000190735,14.4453992843628,8.88864994049072,-5.45331001281738,-1.24989998340607,0.213,0.077,0.008,0.087
"5547",117,0.2845,0.344,0.4435,2683,0,2,2,0,1,5,85.5029983520508,-0.805777013301849,2.99078989028931,15.0448989868164,-1.25275993347168,-5.9724497795105,-2.02022004127502,0.193,0.1,0.008,0.069
"5548",73,0.289,0.381,0.374,2745,0,3,2,1,0,6,93.122200012207,-0.255066007375717,3.44559979438782,14.0162992477417,-5.18964958190918,-4.55093955993652,0.43539497256279,0.214,0.083,0.01,0.07
